REES46_USER_ID,ONLINETOURS_USER_ID,COUNT,REES46_ITEM_IDS,ONLINETOURS_ITEM_IDS
6149611,132260,4,231345;231365;231338;231353,34170;34053;34076;34136
6149656,117556,5,231332;231345;231325;231338;231365,34164;34112;34076;34170;34053
6149831,118914,5,231353;244973;254909;272798;272895,34136;34174;34020;34178;34179
6149920,116044,7,231353;231345;231325;231355;244973;231338;231365,34136;34170;34164;34165;34174;34076;34053
6149965,142234,5,231332;231355;273090;231426;231723,34112;34165;34180;34007;34172
6150107,43100,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6150307,80257,4,254909;233800;255764;231339,34020;34153;34177;34163
6150367,40012,1,231339,34163
6150776,142235,6,244973;231714;279753;233800;231353;231365,34174;34171;34183;34153;34136;34053
6150892,40554,2,231299;231339,34149;34163
6151019,111768,9,279753;254909;233800;231339;231723;255764;272798;231353;278027,34183;34020;34153;34163;34172;34177;34178;34136;34181
6151075,142236,5,231353;231345;231355;231365;231339,34163;34170;34136;34165;34053
6151480,128792,1,272895,34179
6151486,3126,0,,
6151604,64318,6,231353;231345;231325;231355;244973;231339,34164;34163;34170;34136;34165;34174
6151737,103570,6,273090;231299;231355;231426;279753;233800,34180;34149;34165;34007;34183;34153
6151801,131138,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6151917,123720,9,231299;255764;231339;231365;233800;272798;279753;231353;272895,34149;34177;34163;34053;34153;34178;34183;34136;34179
6151950,41525,4,231299;231332;231338;231345,34149;34112;34076;34170
6152273,49333,6,231714;231355;278027;231723;272895;233800,34171;34165;34181;34172;34179;34153
6152514,54758,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6152815,18425,8,279753;272798;231345;244973;278027;231355;231353;231714,34183;34178;34170;34174;34181;34165;34136;34171
6152991,12851,3,272895;231299;231332,34179;34149;34112
6154080,9175,7,231345;231723;231365;244973;279753;231714;231332,34170;34172;34053;34174;34183;34171;34112
6154488,73716,10,231338;231345;231332;231339;231353;233800;255764;231714;231365;273090,34076;34170;34112;34163;34136;34153;34177;34171;34053;34180
6154582,58764,9,231338;231345;231299;231714;231723;231365;231332;231353;231355,34076;34170;34149;34171;34172;34053;34112;34136;34165
6154687,53867,3,231338;231355;231426,34076;34165;34007
6154822,12071,1,272895,34179
6155086,6095,6,231299;231345;231325;231355;244973;231338,34149;34164;34076;34170;34165;34174
6155271,60999,6,233800;231714;231353;231723;231355;231338,34153;34171;34136;34172;34165;34076
6155387,26373,3,231345;231338;231365,34170;34076;34053
6155514,14183,1,252595,34176
6156033,54779,3,231345;278027;231338,34170;34181;34076
6156418,111521,6,272895;244973;231338;231355;231365;254909,34179;34174;34076;34165;34053;34020
6156540,134978,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6156581,127998,5,231332;231299;231345;244973;231365,34149;34112;34170;34053;34174
6156709,60411,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6156869,112411,4,231332;244973;231338;231339,34112;34076;34163;34174
6157062,26834,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6158585,142218,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6159389,135756,2,231338;231339,34076;34163
6159529,64051,2,231299;231339,34149;34163
6159603,72428,1,252595,34176
6160050,121449,7,231299;231339;231714;244973;231355;254909;278027,34149;34163;34171;34174;34165;34020;34181
6160085,44611,7,231338;231365;278027;231426;254909;233800;231723,34076;34053;34181;34007;34020;34153;34172
6160206,68812,8,231332;233800;231345;272895;272798;278027;231299;244973,34112;34153;34170;34179;34178;34181;34149;34174
6647587,40619,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6160928,67062,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6161135,14257,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6161154,7167,4,231332;254909;231353;231365,34112;34020;34136;34053
6161341,6840,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6161385,77490,5,233800;231299;272798;231355;272895,34153;34149;34178;34165;34179
6161410,367,9,279753;255764;231426;231338;244973;272895;233800;231332;231355,34183;34177;34007;34076;34174;34179;34153;34112;34165
6161578,8905,5,231332;231299;231345;231325;244973,34149;34164;34112;34170;34174
6161585,42704,5,231353;231332;231345;231355;231338,34112;34076;34170;34136;34165
6161704,103765,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
6161775,134896,4,231332;231339;244973;231353,34112;34163;34174;34136
6161780,71110,8,231339;244973;272895;231353;255764;231299;273090;233800,34163;34174;34179;34136;34177;34149;34180;34153
6162294,116104,7,231299;231353;231365;255764;233800;231332;273090,34149;34136;34053;34177;34153;34112;34180
6162449,116746,3,231426;255764;254909,34007;34177;34020
6162472,54807,4,231299;231355;231332;279753,34149;34165;34112;34183
6162580,115847,0,,
6162736,43923,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
6163458,115595,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6164055,43428,6,231332;231723;244973;254909;231714;255764,34112;34172;34174;34020;34171;34177
6165129,43948,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6165687,110932,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
6165893,118327,9,278027;231365;254909;231723;231299;231338;231339;272798;244973,34181;34053;34020;34172;34149;34076;34163;34178;34174
6165908,12409,4,231332;231299;244973;231339,34149;34112;34163;34174
6166090,121931,7,231714;231345;231365;231339;231338;272895;231355,34171;34170;34053;34163;34076;34179;34165
6167270,117088,5,231365;231426;231339;231299;231353,34053;34007;34163;34149;34136
6168063,142252,0,,
6168242,48887,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
6168601,38285,9,254909;278027;244973;231723;255764;233800;231355;272895;273090,34020;34181;34174;34172;34177;34153;34165;34179;34180
6169925,60811,1,252595,34176
6170010,6259,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6170329,141557,4,231332;244973;231338;231339,34112;34076;34163;34174
6170564,59407,0,,
6171076,8973,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6171632,104562,9,231299;231355;272798;273090;231338;233800;278027;231332;231723,34149;34165;34178;34180;34076;34153;34181;34112;34172
6172109,142253,10,231345;231426;273090;231299;278027;231714;231338;231353;231339;279753,34170;34007;34180;34149;34181;34171;34076;34136;34163;34183
6172239,121738,8,231299;231339;231355;231365;272798;233800;279753;272895,34149;34163;34165;34053;34178;34153;34183;34179
6172390,142249,1,252595,34176
6172674,142254,8,231353;231332;244973;231714;231723;255764;278027;231426,34136;34112;34174;34171;34172;34177;34181;34007
6173193,61898,7,272798;231365;231714;231299;273090;254909;231355,34178;34053;34171;34149;34180;34020;34165
6174126,103544,1,272895,34179
6174379,62995,8,278027;244973;231299;231339;273090;231365;231345;231426,34181;34174;34149;34163;34180;34053;34170;34007
6174389,24958,6,231332;231299;231325;231355;244973;231338,34149;34164;34112;34076;34165;34174
6174911,75394,6,231332;231299;231345;231325;231365;231339,34149;34164;34112;34163;34170;34053
6175436,25003,2,231299;231338,34149;34076
6175510,35977,7,231353;231332;231345;231355;244973;231338;231365,34136;34112;34170;34165;34174;34076;34053
6175592,130576,3,254909;231332;255764,34020;34112;34177
6175710,142258,2,231299;231353,34149;34136
6175851,82281,8,231353;231332;231345;231325;231355;244973;231365;231339,34136;34112;34170;34164;34165;34174;34053;34163
6175971,30617,4,231723;255764;231345;231339,34172;34177;34170;34163
6176812,142261,0,,
6176957,46190,7,231332;231299;231345;231355;244973;231365;231339,34112;34149;34170;34165;34174;34053;34163
6177438,121129,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6177758,31012,9,272798;231338;233800;278027;231339;244973;231365;231426;231345,34178;34076;34153;34181;34163;34174;34053;34007;34170
6178553,46423,2,231299;231338,34149;34076
6178572,43383,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6178603,142113,0,,
6178909,9763,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6179630,42822,6,231332;231299;231345;231355;231338;231365,34149;34112;34076;34170;34165;34053
6179801,117046,9,231723;231714;279753;231365;272798;231353;231338;272895;254909,34172;34171;34183;34053;34178;34136;34076;34179;34020
6180354,10631,4,231714;231339;273090;255764,34171;34163;34180;34177
6180960,19674,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6181118,67690,6,231353;231332;231299;231345;231355;244973,34149;34112;34170;34136;34165;34174
6181451,4027,5,231332;231299;244973;231338;231365,34149;34112;34076;34053;34174
6182018,121888,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6182201,35615,4,231345;278027;231723;231299,34170;34181;34172;34149
6182315,92452,0,,
6182500,93848,5,233800;273090;231345;231714;272895,34153;34180;34170;34171;34179
6183213,6357,7,231332;231299;231345;231325;231338;231365;231339,34112;34149;34170;34164;34076;34053;34163
6183335,90006,3,244973;231339;231332,34174;34163;34112
6183370,29886,6,231353;231332;278027;254909;279753;273090,34136;34112;34181;34020;34183;34180
6183754,5453,1,272895,34179
6184100,20130,10,233800;231339;278027;231338;273090;244973;231723;272798;231426;272895,34153;34163;34181;34076;34180;34174;34172;34178;34007;34179
6184368,121608,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6184553,23288,5,231332;231345;231355;244973;231365,34112;34170;34165;34053;34174
6184831,138894,4,231714;231299;231365;233800,34171;34149;34053;34153
6184847,142265,2,231329;231325,34101;34164
6185300,2357,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6185436,123034,1,272895,34179
6185554,80523,2,231338;231353,34076;34136
6186009,103193,3,231299;231338;231339,34149;34076;34163
6186050,57768,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6186259,40423,3,231299;231338;231339,34149;34076;34163
6186440,19107,10,278027;231299;231714;272798;231339;231355;244973;231332;231365;233800,34181;34149;34171;34178;34163;34165;34174;34112;34053;34153
6186952,38737,7,231299;273090;231723;233800;279753;231338;231355,34149;34180;34172;34153;34183;34076;34165
6187097,16288,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6187438,116026,7,231339;231426;254909;255764;231714;278027;231345,34163;34007;34020;34177;34171;34181;34170
6187507,4654,5,272895;231714;231345;231338;279753,34179;34171;34170;34076;34183
6187600,37042,4,231339;231332;231426;272798,34163;34112;34007;34178
6187730,62255,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6188117,140628,7,231426;244973;279753;231299;231332;231345;231723,34007;34174;34183;34149;34112;34170;34172
6188122,42878,7,231353;231332;231325;231355;244973;231338;231365,34136;34112;34164;34165;34174;34076;34053
6188186,121657,10,231714;279753;231339;272895;272798;231332;231338;231426;231299;231345,34171;34183;34163;34179;34178;34112;34076;34007;34149;34170
6188238,47003,1,272895,34179
6188265,18305,4,231353;231332;231325;244973,34164;34112;34136;34174
6188282,27504,3,231332;273090;231345,34112;34180;34170
6188772,63172,1,252595,34176
6188916,142276,0,,
6189069,41945,5,231332;231299;231345;244973;231338,34149;34112;34076;34170;34174
6189607,35716,7,233800;278027;231365;231332;272798;231426;231353,34153;34181;34053;34112;34178;34007;34136
6189623,67776,5,231355;254909;272798;231345;273090,34165;34020;34178;34170;34180
6189766,128179,4,272895;233800;231332;255764,34179;34153;34112;34177
6189796,78966,4,244973;231426;231355;279753,34174;34007;34165;34183
6190182,142277,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
6190267,59656,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6190377,126170,7,231353;231332;231345;231325;244973;231338;231365,34136;34112;34170;34164;34174;34076;34053
6190907,142280,5,231353;231332;231345;231355;244973,34112;34170;34136;34165;34174
6191691,70638,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6192107,52819,3,244973;231338;233800,34174;34076;34153
6192317,97525,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
6192492,137287,3,231299;231338;231339,34149;34076;34163
6192704,18888,7,231723;231353;233800;273090;231338;254909;279753,34172;34136;34153;34180;34076;34020;34183
6193939,142284,0,,
6194842,18094,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6342387,6928,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6195489,37154,2,231325;231329,34164;34101
6195564,79930,7,272895;231723;273090;231353;254909;233800;231339,34179;34172;34180;34136;34020;34153;34163
6195689,119915,6,231714;231426;278027;279753;272895;254909,34171;34007;34181;34183;34179;34020
6195693,23347,4,254909;233800;278027;231339,34020;34153;34181;34163
6195941,64339,2,231299;231353,34149;34136
6196042,47711,10,272798;272895;231353;231355;231345;278027;231339;244973;231714;279753,34178;34179;34136;34165;34170;34181;34163;34174;34171;34183
6196739,53691,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6196953,61993,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
6197315,33713,1,252595,34176
6197401,121887,6,231332;231299;231345;231355;231338;231365,34149;34112;34076;34170;34165;34053
6197446,62517,7,231353;231339;273090;231332;272895;231723;231345,34136;34163;34180;34112;34179;34172;34170
6197454,29757,3,231299;231338;231339,34149;34076;34163
6197714,37874,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6198101,3306,2,231338;231353,34076;34136
6198618,122133,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
6199409,40780,3,231723;231332;233800,34172;34112;34153
6199438,60382,1,272895,34179
6199953,42624,4,254909;231345;255764;231299,34020;34170;34177;34149
6200255,42,6,231299;231345;231426;278027;244973;231714,34149;34170;34007;34181;34174;34171
6200460,133162,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6200516,108731,9,272798;231365;231714;231332;272895;231345;233800;231338;273090,34178;34053;34171;34112;34179;34170;34153;34076;34180
6200586,42472,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6200787,51416,5,231299;231345;231355;244973;231338,34149;34076;34170;34165;34174
6200967,37325,6,231353;231299;231332;244973;231345;278027,34136;34149;34112;34174;34170;34181
6101039,12916,9,231723;278027;231345;254909;279753;231426;272798;244973;273090,34172;34181;34170;34020;34183;34007;34178;34174;34180
6202235,57499,3,231714;244973;231338,34171;34174;34076
6202375,128207,6,231714;231339;231338;278027;231723;231355,34171;34163;34076;34181;34172;34165
6203669,134249,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
6203373,48937,6,231332;231299;231325;244973;231338;231365,34149;34164;34112;34076;34053;34174
6203472,128888,10,279753;231426;231723;278027;233800;231299;231339;244973;231332;231714,34183;34007;34172;34181;34153;34149;34163;34174;34112;34171
6203710,139416,5,231353;231332;231355;244973;231338,34112;34076;34136;34165;34174
6203857,5742,6,231299;231345;231325;231355;244973;231338,34149;34164;34076;34170;34165;34174
6204260,81439,3,231338;231723;231355,34076;34172;34165
6204788,47777,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6205156,140393,8,231723;272895;231714;254909;231332;272798;273090;231365,34172;34179;34171;34020;34112;34178;34180;34053
6205337,53756,2,231329;231325,34101;34164
6205452,20874,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
6205741,51345,9,231714;231338;231426;273090;231299;231723;272895;231365;278027,34171;34076;34007;34180;34149;34172;34179;34053;34181
6205970,7840,10,231723;278027;231338;272895;231339;231345;231299;272798;254909;231353,34172;34181;34076;34179;34163;34170;34149;34178;34020;34136
6206095,7034,5,231299;231345;231355;244973;231365,34149;34170;34165;34053;34174
6206580,140709,6,231714;231299;231426;231723;231332;279753,34171;34149;34007;34172;34112;34183
6206925,32738,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
6207036,54824,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
6207305,129363,10,255764;231345;231299;254909;231365;273090;231339;233800;244973;231332,34177;34170;34149;34020;34053;34180;34163;34153;34174;34112
6207609,86597,9,254909;278027;231299;231339;272798;231345;279753;272895;231365,34020;34181;34149;34163;34178;34170;34183;34179;34053
6208017,108898,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6208069,121170,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6299881,41114,5,231426;272895;231353;231339;231714,34007;34179;34136;34163;34171
6209407,35859,8,231355;244973;231299;231339;272798;231345;231353;231723,34165;34174;34149;34163;34178;34170;34136;34172
6209601,115346,5,255764;231426;231365;272895;233800,34177;34007;34053;34179;34153
6209869,36420,8,255764;231338;231339;231365;279753;231299;231723;272798,34177;34076;34163;34053;34183;34149;34172;34178
6210225,121316,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6210262,58693,10,231355;231365;273090;254909;231339;231338;278027;231332;244973;231345,34165;34053;34180;34020;34163;34076;34181;34112;34174;34170
6210523,50660,4,254909;231426;231299;278027,34020;34007;34149;34181
6210911,80807,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
6211027,30881,8,231355;273090;231353;231723;279753;231299;231338;272895,34165;34180;34136;34172;34183;34149;34076;34179
6211090,56853,3,233800;244973;231332,34153;34174;34112
6211440,43579,6,231353;231332;231355;244973;231338;231365,34112;34076;34136;34165;34053;34174
6211936,76564,7,231345;231714;231339;231332;231426;233800;231338,34170;34171;34163;34112;34007;34153;34076
6212313,113866,5,231299;231345;231355;244973;231339,34149;34163;34170;34165;34174
6212396,21755,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6212425,142304,5,231353;231338;254909;231365;231426,34136;34076;34020;34053;34007
6212461,139600,10,233800;231345;231723;278027;255764;272895;254909;231299;279753;231365,34153;34170;34172;34181;34177;34179;34020;34149;34183;34053
6212730,126725,4,231299;231332;231714;231338,34149;34112;34171;34076
6214970,142305,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
6216434,118815,3,231299;231338;231339,34149;34076;34163
6217037,107463,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
6217274,34325,6,279753;254909;278027;231339;231714;231345,34183;34020;34181;34163;34171;34170
6217669,64964,3,231299;231338;231339,34149;34076;34163
6218227,131938,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6218824,121478,5,244973;231714;272798;231338;255764,34174;34171;34178;34076;34177
6219833,67520,3,279753;255764;231345,34183;34177;34170
6220181,25424,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6220583,57922,8,231338;231345;279753;231426;273090;231299;231355;231332,34076;34170;34183;34007;34180;34149;34165;34112
6220800,48142,1,231299,34149
6221264,73431,6,231353;231426;272798;278027;279753;231299,34136;34007;34178;34181;34183;34149
6222069,82261,5,231339;231355;254909;231365;231338,34163;34165;34020;34053;34076
6222523,34641,10,231723;233800;231339;279753;272895;254909;231332;231353;231355;231338,34172;34153;34163;34183;34179;34020;34112;34136;34165;34076
6222555,119957,5,255764;231355;231299;231339;254909,34177;34165;34149;34163;34020
6222802,24946,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
6223133,25841,8,231339;273090;244973;231355;255764;231714;278027;231345,34163;34180;34174;34165;34177;34171;34181;34170
6223415,122099,1,252595,34176
6223719,47649,6,231332;272798;231353;231339;231365;279753,34112;34178;34136;34163;34053;34183
6224513,36176,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6224767,117665,2,231325;231329,34164;34101
6225125,116975,6,255764;272895;273090;231714;231345;231299,34177;34179;34180;34171;34170;34149
6225853,115484,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
6225856,125789,7,231299;244973;231714;231365;231338;231426;273090,34149;34174;34171;34053;34076;34007;34180
6226477,83940,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6227032,59821,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6227305,64945,9,231353;231345;231299;231338;231426;279753;278027;231355;272798,34136;34170;34149;34076;34007;34183;34181;34165;34178
6243760,1595,6,231332;279753;231723;231355;231345;244973,34112;34183;34172;34165;34170;34174
6228726,126600,7,231332;231355;278027;279753;273090;231723;231365,34112;34165;34181;34183;34180;34172;34053
6229267,53788,6,231299;231345;231325;231355;244973;231338,34149;34164;34076;34170;34165;34174
6231073,70980,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6231361,61070,2,231299;231353,34149;34136
6231529,132128,7,231332;231299;231345;231355;244973;231365;231339,34112;34149;34170;34165;34174;34053;34163
6231899,18230,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
6232124,105511,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6232396,140619,6,231365;279753;231723;231339;233800;231338,34053;34183;34172;34163;34153;34076
6232557,128035,10,231355;278027;231723;231345;231353;272895;244973;231426;231332;233800,34165;34181;34172;34170;34136;34179;34174;34007;34112;34153
6232745,114331,8,231339;233800;272895;231426;254909;231365;231353;244973,34163;34153;34179;34007;34020;34053;34136;34174
6232775,142329,7,231353;231332;231345;231325;244973;231365;231339,34136;34112;34170;34164;34174;34053;34163
6232958,51353,4,231426;231353;273090;244973,34007;34136;34180;34174
6234006,47354,10,278027;244973;231355;231338;254909;255764;231299;231723;231714;272798,34181;34174;34165;34076;34020;34177;34149;34172;34171;34178
6234408,131273,0,,
6234449,67953,5,254909;231714;231345;231365;231299,34020;34171;34170;34053;34149
6234562,119272,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6234775,69681,4,231723;254909;244973;255764,34172;34020;34174;34177
6235087,142333,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
6235135,33926,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
6235209,49300,7,231353;231332;231345;231325;231355;231365;231339,34136;34112;34170;34164;34165;34053;34163
6237725,27601,5,231338;231339;231299;273090;231353,34076;34163;34149;34180;34136
6238524,31871,5,231338;231365;254909;231714;231339,34076;34053;34020;34171;34163
6238594,121621,7,231426;231714;231332;231723;231345;233800;255764,34007;34171;34112;34172;34170;34153;34177
6239123,94484,7,231353;231332;231299;231345;231325;244973;231365,34136;34112;34149;34170;34164;34174;34053
6239266,49892,6,231299;231345;231325;231355;244973;231338,34149;34164;34076;34170;34165;34174
6239754,98642,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
6240175,120966,7,231332;231299;231345;231325;231355;231338;231365,34112;34149;34170;34164;34165;34076;34053
6241913,67119,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6242343,142316,3,279753;273090;231332,34183;34180;34112
6242494,49289,3,279753;272798;272895,34183;34178;34179
6242677,45140,7,231723;231339;231426;231345;231332;272798;231714,34172;34163;34007;34170;34112;34178;34171
6242762,133996,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6243735,5581,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6243749,13359,7,231299;231355;231365;233800;231345;244973;279753,34149;34165;34053;34153;34170;34174;34183
6244607,142350,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
6244918,58345,8,231339;231299;231332;233800;231365;231723;231355;278027,34163;34149;34112;34153;34053;34172;34165;34181
6247155,61179,3,231299;231338;231339,34149;34076;34163
6249190,129370,8,231332;272895;272798;233800;231355;254909;231299;273090,34112;34179;34178;34153;34165;34020;34149;34180
6249515,100696,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6249562,116398,1,272895,34179
6249686,108432,3,231299;231338;231339,34149;34076;34163
6250026,134996,3,278027;231345;272798,34181;34170;34178
6250242,121189,8,272895;254909;233800;231353;231723;231365;231345;231714,34179;34020;34153;34136;34172;34053;34170;34171
6250636,350,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6250796,93677,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6251608,47843,3,272895;231299;231339,34179;34149;34163
6251797,3093,2,231299;231338,34149;34076
6251811,63651,1,272895,34179
6252230,61923,3,278027;231338;231353,34181;34076;34136
6252657,121540,3,231299;231338;231339,34149;34076;34163
6252873,119141,6,231332;231345;231325;231355;231338;231365,34164;34112;34076;34170;34165;34053
6253905,5894,3,279753;233800;231365,34183;34153;34053
6254027,120193,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
6254157,141405,6,231299;231345;231325;231355;244973;231365,34149;34164;34170;34165;34053;34174
6256010,129755,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
6256369,120869,6,231353;231332;231299;231345;231355;231365,34149;34112;34170;34136;34165;34053
6256907,142376,6,231332;231299;231345;231325;231338;231365,34149;34164;34112;34076;34170;34053
6257388,116677,7,231353;231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34136;34165;34174
6257430,53735,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
6257916,139743,3,231299;231338;231339,34149;34076;34163
6257955,62687,2,231338;231353,34076;34136
6258208,117725,5,231345;231355;244973;231338;231365,34076;34170;34165;34053;34174
6259480,134368,3,231355;279753;233800,34165;34183;34153
6260452,115645,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
6260751,115475,7,231339;231723;272895;233800;278027;273090;279753,34163;34172;34179;34153;34181;34180;34183
6261489,51142,6,231332;231299;231345;244973;231338;231365,34149;34112;34076;34170;34053;34174
6261582,142382,9,231332;231338;272798;279753;273090;231355;231339;231426;231723,34112;34076;34178;34183;34180;34165;34163;34007;34172
6261781,142383,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
6261824,89301,8,279753;231332;231345;231338;231365;231339;233800;231299,34183;34112;34170;34076;34053;34163;34153;34149
6262060,119024,6,231332;231345;231355;244973;231365;231339,34112;34163;34170;34165;34053;34174
6262133,4618,1,272895,34179
6263147,142386,4,231353;231345;231355;231365,34170;34136;34165;34053
6263888,62539,3,231355;231714;244973,34165;34171;34174
6264220,142387,0,,
6267148,132934,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
6267272,22153,10,231339;279753;278027;244973;233800;231338;231332;231353;255764;231723,34163;34183;34181;34174;34153;34076;34112;34136;34177;34172
6267896,48883,7,231332;231299;231345;231325;244973;231338;231339,34112;34149;34170;34164;34174;34076;34163
6268582,29829,10,279753;272895;231714;231723;233800;272798;231299;231345;255764;231355,34183;34179;34171;34172;34153;34178;34149;34170;34177;34165
6268832,24927,6,231353;231332;231345;231355;244973;231339,34112;34163;34170;34136;34165;34174
6269924,138702,6,231332;231299;231345;231325;231355;231338,34149;34164;34112;34076;34170;34165
6270464,47832,9,278027;231345;233800;231355;231339;272895;231714;231723;231332,34181;34170;34153;34165;34163;34179;34171;34172;34112
6271146,112590,6,231332;231299;231345;231325;231338;231365,34149;34164;34112;34076;34170;34053
6271260,118437,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
6272325,20374,2,231325;231329,34164;34101
6272609,89302,5,231332;231345;231325;244973;231338,34164;34112;34076;34170;34174
6273054,29052,7,231353;231332;231299;231345;231355;244973;231365,34136;34112;34149;34170;34165;34174;34053
