REES46_USER_ID,ONLINETOURS_USER_ID,COUNT,REES46_ITEM_IDS,ONLINETOURS_ITEM_IDS
5581769,124222,6,231355;231714;231426;231339;231332;272798,34165;34171;34007;34163;34112;34178
5581785,91359,6,231332;231299;231355;244973;231338;231365,34149;34112;34076;34165;34053;34174
5581798,137391,3,255764;231355;231723,34177;34165;34172
5581800,28771,6,231353;231345;231325;231355;244973;231338,34164;34076;34170;34136;34165;34174
5581926,2322,3,244973;231299;231723,34174;34149;34172
5582006,42262,7,231353;231332;231345;231325;231355;244973;231339,34136;34112;34170;34164;34165;34174;34163
5582020,61928,6,231332;231355;244973;231338;231365;231339,34112;34076;34163;34165;34053;34174
5582101,56196,2,231299;231338,34149;34076
5582103,19974,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
5582125,137889,7,231332;231299;231345;231355;244973;231365;231339,34112;34149;34170;34165;34174;34053;34163
5582163,20583,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
5582348,61666,3,231714;279753;231338,34171;34183;34076
6891557,140805,5,244973;273090;279753;231339;272798,34174;34180;34183;34163;34178
5582540,62132,7,231345;231325;231355;244973;231338;231365;231339,34170;34164;34165;34174;34076;34053;34163
5582666,140549,3,231299;231338;231339,34149;34076;34163
5582670,133573,3,231299;231338;231339,34149;34076;34163
5582856,8488,1,252595,34176
5582909,133616,6,231355;279753;278027;233800;231332;231339,34165;34183;34181;34153;34112;34163
5583042,34954,7,231338;231723;272798;233800;255764;278027;254909,34076;34172;34178;34153;34177;34181;34020
5583187,61541,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
5583223,120768,6,231332;231345;231325;231355;244973;231339,34164;34112;34163;34170;34165;34174
5583227,141125,0,,
5583292,22693,9,273090;255764;278027;279753;231338;254909;231345;231426;231332,34180;34177;34181;34183;34076;34020;34170;34007;34112
5583300,130973,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5583313,140157,2,231299;231338,34149;34076
5583326,617,2,231299;231338,34149;34076
5583453,33861,3,273090;278027;255764,34180;34181;34177
5583475,111984,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5583501,117208,3,231299;231338;231339,34149;34076;34163
5583561,136011,6,231332;231345;244973;231338;231365;231339,34112;34076;34163;34170;34053;34174
5583569,118974,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
5583689,25603,3,231353;231355;273090,34136;34165;34180
5583705,63816,9,231338;272798;273090;231723;231714;231365;231345;278027;231426,34076;34178;34180;34172;34171;34053;34170;34181;34007
5583707,99785,3,231299;231338;231339,34149;34076;34163
5583771,121563,3,231299;231338;231339,34149;34076;34163
5583777,1174,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5583970,105533,6,231332;231299;231345;231355;244973;231365,34149;34112;34170;34165;34053;34174
5584110,136633,7,231353;231332;231345;231325;244973;231338;231365,34136;34112;34170;34164;34174;34076;34053
5584283,38673,6,231332;231299;231345;231325;231355;231338,34149;34164;34112;34076;34170;34165
5584317,18804,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5584340,118098,4,231299;231355;244973;231339,34149;34163;34165;34174
5584654,11775,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5584685,43252,8,231353;233800;272895;231365;278027;231332;255764;231355,34136;34153;34179;34053;34181;34112;34177;34165
5584693,141439,0,,
5584753,70106,10,231426;272798;273090;231332;231365;244973;231714;231345;231339;272895,34007;34178;34180;34112;34053;34174;34171;34170;34163;34179
5584843,126623,7,231353;231332;231299;231345;231325;231355;244973,34136;34112;34149;34170;34164;34165;34174
5584851,37167,6,231332;231299;231345;244973;231338;231365,34149;34112;34076;34170;34053;34174
5584925,6973,3,231332;278027;272895,34112;34181;34179
6611346,140377,6,231332;231365;231339;231338;255764;231299,34112;34053;34163;34076;34177;34149
5585161,129996,10,272798;273090;254909;278027;272895;231723;231332;231353;231355;231339,34178;34180;34020;34181;34179;34172;34112;34136;34165;34163
5585177,43844,10,233800;231714;272895;255764;231345;272798;273090;254909;231365;231353,34153;34171;34179;34177;34170;34178;34180;34020;34053;34136
5585268,114667,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
5585298,37261,3,231299;231338;231339,34149;34076;34163
5585323,94289,0,,
5585363,47098,4,233800;272798;244973;231723,34153;34178;34174;34172
5585388,119135,9,231714;254909;244973;231338;231426;255764;273090;231299;272895,34171;34020;34174;34076;34007;34177;34180;34149;34179
5585438,136383,0,,
5585490,120162,7,231353;231332;231325;231355;244973;231365;231339,34136;34112;34164;34165;34174;34053;34163
5585585,126207,2,231329;231325,34101;34164
5585651,9190,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5585791,110746,10,272798;231365;273090;231426;231338;254909;278027;272895;279753;231714,34178;34053;34180;34007;34076;34020;34181;34179;34183;34171
5586000,66538,9,231339;255764;231365;231299;231426;273090;231714;231338;272798,34163;34177;34053;34149;34007;34180;34171;34076;34178
5586220,133523,4,231723;231332;233800;244973,34172;34112;34153;34174
5586263,121944,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5586277,94654,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5586456,2290,8,231353;273090;231339;244973;231338;272798;278027;233800,34136;34180;34163;34174;34076;34178;34181;34153
5586598,40130,4,231339;233800;231345;231365,34163;34153;34170;34053
5586662,28035,5,231332;231345;231355;231338;231365,34112;34076;34170;34165;34053
5586754,62364,8,272895;231714;279753;231332;231723;254909;255764;231355,34179;34171;34183;34112;34172;34020;34177;34165
5586963,27971,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5587055,71915,8,272798;233800;244973;231299;255764;231345;231353;231332,34178;34153;34174;34149;34177;34170;34136;34112
5587067,30419,6,231339;231299;231426;231353;255764;231345,34163;34149;34007;34136;34177;34170
5587253,141437,0,,
5587429,50647,6,231345;231365;231426;255764;273090;279753,34170;34053;34007;34177;34180;34183
5587535,91661,2,231329;231325,34101;34164
5587677,61155,6,231353;231299;231345;231355;244973;231365,34149;34170;34136;34165;34053;34174
5588063,118766,6,231332;231299;231345;231325;244973;231338,34149;34164;34112;34076;34170;34174
5588124,54649,7,231353;231345;231325;231355;244973;231365;231339,34136;34170;34164;34165;34174;34053;34163
5588136,136789,6,244973;254909;272798;231714;272895;278027,34174;34020;34178;34171;34179;34181
5588385,43569,6,231332;231345;231325;231355;244973;231365,34164;34112;34170;34165;34053;34174
5588480,15420,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5588534,63141,1,252595,34176
5588618,29003,10,231723;278027;231426;272895;244973;255764;231332;231365;231338;272798,34172;34181;34007;34179;34174;34177;34112;34053;34076;34178
5588846,17583,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5588968,46977,2,231329;231325,34101;34164
5589007,55311,9,254909;231353;273090;272798;255764;231723;278027;231345;244973,34020;34136;34180;34178;34177;34172;34181;34170;34174
5589087,51910,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5589153,37449,7,254909;231365;231714;231345;231353;272895;233800,34020;34053;34171;34170;34136;34179;34153
5589261,17972,8,273090;231355;231723;272798;233800;231353;231332;255764,34180;34165;34172;34178;34153;34136;34112;34177
5589373,61948,0,,
5589413,32523,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5589441,9637,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5589448,61517,3,231299;231338;231339,34149;34076;34163
5589664,141234,0,,
5589668,26595,0,,
5589686,118082,5,231332;231345;231355;231338;231365,34112;34076;34170;34165;34053
5589723,52511,3,231299;231338;231339,34149;34076;34163
5589782,17365,5,233800;231426;231365;231339;244973,34153;34007;34053;34163;34174
5589935,2534,6,231353;231332;231345;231355;244973;231365,34112;34170;34136;34165;34053;34174
5590314,74380,4,255764;231338;231339;272798,34177;34076;34163;34178
5590417,54654,2,231299;231338,34149;34076
5590512,64453,8,231332;279753;231339;231714;231299;231355;231365;255764,34112;34183;34163;34171;34149;34165;34053;34177
5590592,136176,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5590729,141452,0,,
5590762,119562,3,231299;231338;231339,34149;34076;34163
5590956,46388,3,272798;231332;273090,34178;34112;34180
5591069,53870,7,231339;244973;272895;254909;255764;231426;279753,34163;34174;34179;34020;34177;34007;34183
5591093,107159,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5591109,68830,3,231299;231338;231339,34149;34076;34163
5591285,36913,7,231332;231345;231355;244973;231338;231365;231339,34112;34170;34165;34174;34076;34053;34163
5591297,51388,7,231299;231345;231325;231355;244973;231338;231365,34149;34170;34164;34165;34174;34076;34053
5591316,138419,2,231299;231353,34149;34136
5591433,140260,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
5591664,10069,7,231338;231426;273090;278027;231299;255764;231714,34076;34007;34180;34181;34149;34177;34171
5591831,17110,8,231339;231338;231345;244973;231355;231353;255764;231332,34163;34076;34170;34174;34165;34136;34177;34112
5591975,126641,3,231338;231332;231365,34076;34112;34053
5592408,52133,9,254909;244973;272798;231338;231339;231714;278027;279753;255764,34020;34174;34178;34076;34163;34171;34181;34183;34177
5592629,128550,3,231299;231338;231339,34149;34076;34163
5592785,10099,10,231332;233800;231426;231338;254909;255764;279753;231339;231299;278027,34112;34153;34007;34076;34020;34177;34183;34163;34149;34181
5592837,52817,4,231353;231332;231325;231338,34164;34112;34076;34136
5592843,54580,6,231353;278027;231355;279753;231332;231426,34136;34181;34165;34183;34112;34007
5592887,30835,2,231329;231325,34101;34164
5593202,121033,8,254909;231332;244973;231426;231355;272798;231299;231338,34020;34112;34174;34007;34165;34178;34149;34076
5593206,138880,3,255764;231338;233800,34177;34076;34153
5593270,75183,2,231325;231329,34164;34101
5593466,62137,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
5593503,35586,2,231299;231353,34149;34136
5593657,170,5,231339;231299;273090;231338;272798,34163;34149;34180;34076;34178
5593661,47879,5,231365;231426;233800;231355;231299,34053;34007;34153;34165;34149
5593699,23464,6,231353;231332;231345;231355;244973;231338,34112;34076;34170;34136;34165;34174
5593719,35637,6,231353;231332;231345;231325;244973;231338,34164;34112;34076;34170;34136;34174
5593757,65449,10,255764;233800;231345;231426;231299;279753;231365;231339;272798;231332,34177;34153;34170;34007;34149;34183;34053;34163;34178;34112
5593762,127663,5,231332;231299;231345;231338;231365,34149;34112;34076;34170;34053
5593795,54468,0,,
5594012,1394,6,231332;231299;231345;231355;244973;231339,34149;34112;34163;34170;34165;34174
6670766,118692,6,231332;231299;231345;231325;231355;244973,34149;34164;34112;34170;34165;34174
5594438,35289,6,244973;231339;272798;255764;231723;231714,34174;34163;34178;34177;34172;34171
5594724,64823,5,231338;254909;231353;255764;273090,34076;34020;34136;34177;34180
5594868,54482,4,231339;231365;254909;233800,34163;34053;34020;34153
5595186,41629,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5595424,43,5,231338;278027;231299;231365;233800,34076;34181;34149;34053;34153
5595545,14743,7,233800;279753;272798;272895;231714;244973;231345,34153;34183;34178;34179;34171;34174;34170
5595726,116244,5,231332;231299;231345;244973;231339,34149;34112;34163;34170;34174
5595761,133074,6,231332;231345;231325;231355;244973;231338,34164;34112;34076;34170;34165;34174
5595873,50760,3,231365;233800;273090,34053;34153;34180
5595883,14321,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
5595991,119178,2,231299;231339,34149;34163
5596134,17210,3,231299;231338;231339,34149;34076;34163
5596262,74347,5,231332;231345;231325;231355;244973,34164;34112;34170;34165;34174
5596278,32174,10,255764;231299;254909;231339;231332;272895;231723;244973;231365;231714,34177;34149;34020;34163;34112;34179;34172;34174;34053;34171
5596279,121726,6,278027;233800;231332;231299;231338;231355,34181;34153;34112;34149;34076;34165
5596434,105420,2,231338;231339,34076;34163
5596470,54065,5,272895;231345;231714;231355;231353,34179;34170;34171;34165;34136
5596609,141474,6,231332;231345;231325;231355;244973;231339,34164;34112;34163;34170;34165;34174
5596619,66803,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
5596657,141473,5,231345;231365;231338;231714;272895,34170;34053;34076;34171;34179
5596755,141475,7,231332;231299;231345;231325;231355;244973;231365,34112;34149;34170;34164;34165;34174;34053
6603963,44932,7,231353;231332;231345;231325;231355;244973;231338,34136;34112;34170;34164;34165;34174;34076
5596875,72341,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5596881,58983,3,231353;272798;231355,34136;34178;34165
5596890,62149,4,231339;231345;244973;231299,34163;34170;34174;34149
5597193,118231,2,231299;231338,34149;34076
5597225,2924,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5597382,114817,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5597442,140130,7,231332;231345;231325;231355;244973;231338;231339,34112;34170;34164;34165;34174;34076;34163
5597461,30984,9,231345;231426;231714;244973;231299;278027;272798;231365;231338,34170;34007;34171;34174;34149;34181;34178;34053;34076
5597931,119374,3,231299;231338;231339,34149;34076;34163
5642792,141477,9,231338;231723;278027;231345;254909;231365;255764;231714;231353,34076;34172;34181;34170;34020;34053;34177;34171;34136
5598114,109503,7,231332;254909;231426;231353;233800;231338;231714,34112;34020;34007;34136;34153;34076;34171
5598196,30283,3,254909;278027;244973,34020;34181;34174
5598354,141481,1,231355,34165
5598493,131523,2,231329;231325,34101;34164
5598713,112046,7,231299;231345;231325;231355;244973;231365;231339,34149;34170;34164;34165;34174;34053;34163
5598714,40442,5,231355;244973;231714;278027;279753,34165;34174;34171;34181;34183
5599035,135721,7,231714;233800;272798;279753;231355;273090;231426,34171;34153;34178;34183;34165;34180;34007
5599118,36266,10,279753;233800;278027;255764;254909;231723;231332;231355;272798;231339,34183;34153;34181;34177;34020;34172;34112;34165;34178;34163
5599369,9759,6,231332;278027;279753;231426;273090;231299,34112;34181;34183;34007;34180;34149
5599446,26295,2,231329;231325,34101;34164
5599552,61315,10,231338;231714;272895;231355;231365;273090;231426;233800;231332;255764,34076;34171;34179;34165;34053;34180;34007;34153;34112;34177
5599830,54044,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5599907,133407,6,231332;231345;231355;244973;231338;231365,34112;34076;34170;34165;34053;34174
5599928,139972,10,231723;231338;272798;272895;231299;231353;231365;244973;254909;278027,34172;34076;34178;34179;34149;34136;34053;34174;34020;34181
5599984,63915,6,231353;272895;231714;255764;231723;244973,34136;34179;34171;34177;34172;34174
5600045,98579,6,231355;231365;278027;233800;273090;231426,34165;34053;34181;34153;34180;34007
6181125,65323,2,231325;231329,34164;34101
5600208,15,3,231299;231338;231339,34149;34076;34163
5600342,141486,6,231332;231299;244973;231338;231365;231339,34149;34112;34076;34163;34053;34174
5600354,17143,0,,
5600536,19485,5,255764;254909;231353;231723;273090,34177;34020;34136;34172;34180
5920646,40339,1,252595,34176
5600566,43495,7,231365;231339;231299;231426;231714;279753;273090,34053;34163;34149;34007;34171;34183;34180
5600581,31284,5,231332;231299;231345;231355;244973,34149;34112;34170;34165;34174
5900811,48890,5,273090;231332;231714;231355;233800,34180;34112;34171;34165;34153
5600892,119281,4,244973;231426;272895;231339,34174;34007;34179;34163
5601310,114879,4,231332;231325;231355;231338,34164;34112;34076;34165
5601489,61478,0,,
5601882,55709,3,231332;231714;273090,34112;34171;34180
5602067,7174,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5602148,27809,7,279753;278027;231299;254909;255764;273090;231339,34183;34181;34149;34020;34177;34180;34163
5602344,52533,2,231299;231339,34149;34163
5602403,4238,3,231345;254909;231339,34170;34020;34163
5602429,23735,2,231325;231329,34164;34101
5602545,345,4,231339;233800;231426;272895,34163;34153;34007;34179
5602994,23460,0,,
5603101,36365,5,231365;231426;255764;231338;231723,34053;34007;34177;34076;34172
5603280,120545,9,272798;233800;231353;273090;244973;254909;231299;231345;231332,34178;34153;34136;34180;34174;34020;34149;34170;34112
5603530,103895,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5603612,63747,10,231714;273090;231345;231353;254909;255764;231355;272798;231332;233800,34171;34180;34170;34136;34020;34177;34165;34178;34112;34153
5603814,47651,5,231332;278027;231426;273090;231355,34112;34181;34007;34180;34165
5603906,46401,3,231299;231338;231339,34149;34076;34163
5604037,48687,3,231299;231338;231339,34149;34076;34163
5604120,120715,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5604179,5657,4,231339;231353;233800;244973,34163;34136;34153;34174
5604363,140457,6,231299;254909;231355;231339;231338;244973,34149;34020;34165;34163;34076;34174
5604459,117052,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
5604587,121675,3,231299;231338;231339,34149;34076;34163
5604650,5917,6,231299;231345;231355;244973;231338;231365,34149;34076;34170;34165;34053;34174
5604696,61838,4,231299;231338;231345;231365,34149;34076;34170;34053
5604736,112410,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
5604777,121824,3,254909;279753;231332,34020;34183;34112
5604856,54742,4,233800;231299;231426;231365,34153;34149;34007;34053
5605206,24098,0,,
5992811,52358,6,231338;231339;231299;279753;231345;231332,34076;34163;34149;34183;34170;34112
5605605,116268,7,279753;231339;255764;231426;231723;231714;231299,34183;34163;34177;34007;34172;34171;34149
6023003,3280,6,231714;231332;231355;254909;231353;231345,34171;34112;34165;34020;34136;34170
5605828,62485,10,254909;231353;231332;231365;231345;231426;278027;244973;272798;231338,34020;34136;34112;34053;34170;34007;34181;34174;34178;34076
5605831,7883,7,231353;231332;231325;231355;244973;231338;231365,34136;34112;34164;34165;34174;34076;34053
5605859,99571,7,231332;231299;231325;231355;244973;231338;231365,34112;34149;34164;34165;34174;34076;34053
6785946,140661,9,272798;244973;272895;231353;233800;231332;278027;231345;279753,34178;34174;34179;34136;34153;34112;34181;34170;34183
5606098,52018,8,272895;231426;231714;279753;231365;231339;231299;244973,34179;34007;34171;34183;34053;34163;34149;34174
5606467,138667,3,231299;254909;231355,34149;34020;34165
5606591,8231,10,255764;231339;231332;231299;231355;233800;273090;231365;231714;254909,34177;34163;34112;34149;34165;34153;34180;34053;34171;34020
5606889,118693,6,231332;231299;231355;244973;231365;231339,34149;34112;34163;34165;34053;34174
5607044,43146,7,231332;231345;231325;231355;244973;231338;231339,34112;34170;34164;34165;34174;34076;34163
5607113,54702,5,231345;272798;231723;231353;244973,34170;34178;34172;34136;34174
5607477,82395,8,231723;231365;272798;273090;231345;231332;233800;231338,34172;34053;34178;34180;34170;34112;34153;34076
5607522,19180,0,,
5607605,137851,8,233800;231332;273090;278027;272798;279753;231426;231714,34153;34112;34180;34181;34178;34183;34007;34171
5607617,124640,7,231338;231426;231353;272798;254909;231339;231299,34076;34007;34136;34178;34020;34163;34149
5607706,42056,3,231338;279753;255764,34076;34183;34177
5607757,22180,6,231353;231332;231325;244973;231338;231365,34164;34112;34076;34136;34053;34174
5607838,46987,9,231345;273090;231339;244973;231332;254909;255764;231723;231338,34170;34180;34163;34174;34112;34020;34177;34172;34076
5607893,135330,2,231329;231325,34101;34164
5607909,141509,8,231353;231332;231325;231355;244973;231338;231365;231339,34136;34112;34164;34165;34174;34076;34053;34163
5607958,29363,2,231325;231329,34164;34101
5608523,87225,6,231353;231332;231345;231325;231355;231365,34164;34112;34170;34136;34165;34053
5608586,54746,1,272895,34179
5731481,135917,3,231723;279753;255764,34172;34183;34177
5608907,43106,9,233800;273090;278027;231723;254909;244973;255764;231332;231426,34153;34180;34181;34172;34020;34174;34177;34112;34007
5609043,141362,6,231299;231339;272895;231365;244973;273090,34149;34163;34179;34053;34174;34180
5609114,43829,7,231714;272895;255764;278027;244973;231345;254909,34171;34179;34177;34181;34174;34170;34020
5609544,101378,10,231365;231353;231714;279753;231299;272895;231339;231426;273090;254909,34053;34136;34171;34183;34149;34179;34163;34007;34180;34020
5609555,141515,1,231355,34165
5609619,11220,4,231299;231325;231338;244973,34149;34164;34076;34174
5609796,138697,0,,
5609799,7838,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5609859,62464,8,231355;231339;273090;231353;244973;231426;272798;231332,34165;34163;34180;34136;34174;34007;34178;34112
5610046,121208,6,231353;231332;231345;231325;231338;231365,34164;34112;34076;34170;34136;34053
5610070,91499,7,231353;231332;231345;231355;244973;231365;231339,34136;34112;34170;34165;34174;34053;34163
5610253,84802,8,231299;272798;231714;279753;231353;231332;273090;231426,34149;34178;34171;34183;34136;34112;34180;34007
5610430,40495,7,231332;231299;231345;231355;244973;231338;231365,34112;34149;34170;34165;34174;34076;34053
5610457,129807,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5610626,47193,8,272798;231353;254909;273090;231723;231426;233800;231332,34178;34136;34020;34180;34172;34007;34153;34112
5610777,135019,5,231345;278027;233800;231355;255764,34170;34181;34153;34165;34177
5610847,4905,5,231299;231345;231355;244973;231338,34149;34076;34170;34165;34174
5610874,61659,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5611678,53010,5,231332;231299;244973;231338;231339,34149;34112;34076;34163;34174
5612574,126648,5,279753;231355;272798;255764;231353,34183;34165;34178;34177;34136
5613045,139252,2,231299;231338,34149;34076
5613446,21402,10,233800;231339;231353;231345;231365;231338;231714;279753;231299;255764,34153;34163;34136;34170;34053;34076;34171;34183;34149;34177
5613760,30700,5,231332;231345;231355;244973;231338,34112;34076;34170;34165;34174
5613894,19784,9,273090;278027;231332;231338;254909;231339;231353;231299;231345,34180;34181;34112;34076;34020;34163;34136;34149;34170
5613992,62813,8,272895;233800;231714;231339;254909;273090;231353;231723,34179;34153;34171;34163;34020;34180;34136;34172
5614097,61970,8,233800;272895;231353;255764;231714;244973;272798;278027,34153;34179;34136;34177;34171;34174;34178;34181
5614242,119923,1,252595,34176
5614677,63488,5,231345;231355;244973;231338;231365,34076;34170;34165;34053;34174
5614797,127812,6,231426;272798;231332;231345;231723;272895,34007;34178;34112;34170;34172;34179
5615217,114496,8,254909;273090;233800;255764;231338;244973;279753;231355,34020;34180;34153;34177;34076;34174;34183;34165
5616655,40818,10,231332;231723;231353;254909;255764;231714;272798;231426;231339;231345,34112;34172;34136;34020;34177;34171;34178;34007;34163;34170
5616662,48016,5,231332;231345;231325;244973;231339,34164;34112;34163;34170;34174
5616929,2214,6,279753;272798;231338;278027;254909;255764,34183;34178;34076;34181;34020;34177
5617289,29351,4,255764;231338;272895;231353,34177;34076;34179;34136
5617608,31113,1,233800,34153
5618358,33093,3,231299;231338;231339,34149;34076;34163
5618382,43183,5,278027;231723;272798;231339;231714,34181;34172;34178;34163;34171
5618398,24140,3,278027;244973;272895,34181;34174;34179
5619043,22769,5,231325;231355;244973;231338;231365,34164;34076;34165;34053;34174
5619276,54288,7,231332;231299;231345;231325;231355;244973;231339,34112;34149;34170;34164;34165;34174;34163
5619691,89374,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5619933,141057,10,278027;231426;231365;231338;231299;272895;279753;273090;233800;231714,34181;34007;34053;34076;34149;34179;34183;34180;34153;34171
5620671,62030,2,231329;231325,34101;34164
5621316,59472,10,231714;231365;272895;231426;255764;273090;231332;272798;231339;231299,34171;34053;34179;34007;34177;34180;34112;34178;34163;34149
5622838,12112,2,231338;231353,34076;34136
5623403,76350,5,231339;231426;231345;231338;278027,34163;34007;34170;34076;34181
5623999,21698,3,231339;279753;231355,34163;34183;34165
5624690,81053,2,231338;231353,34076;34136
5625442,114614,6,231353;231332;231325;231355;244973;231338,34164;34112;34076;34136;34165;34174
5625683,101883,8,231365;231299;272798;278027;254909;231723;231426;231332,34053;34149;34178;34181;34020;34172;34007;34112
5626099,129676,0,,
5626911,137631,9,231355;272895;233800;279753;272798;231426;254909;231714;231332,34165;34179;34153;34183;34178;34007;34020;34171;34112
5627976,40632,6,255764;272895;231714;231299;231345;231365,34177;34179;34171;34149;34170;34053
5628807,36442,7,231353;272895;233800;231345;279753;231426;273090,34136;34179;34153;34170;34183;34007;34180
5628878,49456,5,231332;231353;231714;278027;231299,34112;34136;34171;34181;34149
5629587,141034,6,231332;231325;231355;244973;231338;231365,34164;34112;34076;34165;34053;34174
5630671,139684,9,231332;231426;278027;273090;231353;272798;231299;231723;231338,34112;34007;34181;34180;34136;34178;34149;34172;34076
5630692,39081,6,231353;231332;231355;244973;231365;231339,34112;34163;34136;34165;34053;34174
5631445,60958,7,231332;231325;231355;244973;231338;231365;231339,34112;34164;34165;34174;34076;34053;34163
5631501,24041,6,272895;231338;231332;231355;272798;231299,34179;34076;34112;34165;34178;34149
5631838,5260,2,231338;231339,34076;34163
5632204,85912,10,231723;231299;244973;255764;233800;231338;231332;231339;231355;272895,34172;34149;34174;34177;34153;34076;34112;34163;34165;34179
5632244,26546,0,,
5632961,134311,2,231299;231338,34149;34076
6373076,7591,6,231332;231299;231345;231355;244973;231338,34149;34112;34076;34170;34165;34174
5633998,121819,3,272798;231339;233800,34178;34163;34153
5634792,27929,10,231332;244973;231365;231723;273090;279753;233800;272798;272895;231299,34112;34174;34053;34172;34180;34183;34153;34178;34179;34149
5634850,111111,1,272895,34179
5635350,106590,6,231353;233800;244973;231723;278027;231714,34136;34153;34174;34172;34181;34171
5636143,9085,8,244973;231345;233800;231365;231332;279753;231353;231355,34174;34170;34153;34053;34112;34183;34136;34165
5636157,43820,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5636834,77628,9,231426;231355;272798;231345;278027;233800;231332;231338;231714,34007;34165;34178;34170;34181;34153;34112;34076;34171
5636931,2957,7,233800;231355;231353;254909;255764;231426;273090,34153;34165;34136;34020;34177;34007;34180
5637201,84860,3,231299;231338;231339,34149;34076;34163
5637290,141541,1,231339,34163
5637465,21184,7,231353;231332;231345;231325;244973;231338;231365,34136;34112;34170;34164;34174;34076;34053
5637466,41370,8,233800;231345;244973;231338;231339;231426;272895;278027,34153;34170;34174;34076;34163;34007;34179;34181
5638011,40698,3,231299;231338;231339,34149;34076;34163
5638658,115344,8,231332;231345;279753;272798;231339;231714;255764;231299,34112;34170;34183;34178;34163;34171;34177;34149
5638773,132060,6,231353;231332;231299;231345;231355;244973,34149;34112;34170;34136;34165;34174
5638899,40222,3,231365;231353;272895,34053;34136;34179
5639126,20647,2,231329;231325,34101;34164
5639843,141546,0,,
5640202,2975,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
5640280,23674,1,231362,33995
5640717,94157,5,231332;231353;233800;231723;231365,34112;34136;34153;34172;34053
5642553,19590,5,231332;231325;231355;244973;231338,34164;34112;34076;34165;34174
5642638,9347,4,231332;231345;231325;231338,34164;34112;34076;34170
5642696,84952,6,231332;231345;231325;244973;231338;231365,34164;34112;34076;34170;34053;34174
5642792,53320,5,279753;233800;273090;231332;231345,34183;34153;34180;34112;34170
5642944,137551,0,,
5643276,96410,3,231299;231338;231339,34149;34076;34163
5644107,121839,2,231299;231338,34149;34076
5644457,141550,7,231332;231299;231345;231355;244973;231338;231365,34149;34112;34076;34170;34165;34053;34174
6651740,52165,6,231353;231345;231325;231355;244973;231338,34164;34076;34170;34136;34165;34174
